2055566668,ACCD  ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,BB    ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,      ,;
2055566668,F     ,;
2055566668,B     ,;
2055566667,BBBB  ,;
2055566666,      ,;
2055566666,ACCD  ,;
2055566666,BCBCC ,;
205556666,      ,;
205556666,BB    ,;
205556666,BA    ,;
205556666,AABA  ,;
205556666,      ,;
205556666,      ,;
205556666,CDCCDA,;
205556666,      ,;
205556666,      ,;
205556666,      ,;
205556666,      ,;
205556666,      ,;
205556666,      ,;
205556666,      ,;
205556666,      ,;
205556666,      ,;
205556666,      ,;
205556666,      ,;
205556666,      ,;
205556666,      ,;
205556666,      ,;
205556666,      ,;
